search_keyword,near_coastline,place_url,name,address,place_name,longitude,category,phone,latitude
벽파항,True,http://place.map.kakao.com/7898037,벽파항,전남 진도군 고군면 벽파리,벽파항,126.345648087937,"교통,수송 > 교통시설 > 항구,포구",,34.539749105222
인성포구,True,http://place.map.kakao.com/18099474,인성포구,전남 진도군 고군면 내산리 627,인성포구,126.378797402409,"교통,수송 > 교통시설 > 항구,포구",,34.4924237645032
벌포항,True,http://place.map.kakao.com/514147527,벌포항,전남 진도군 고군면 지막리 1715,벌포항 방파제,126.371518894234,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,34.4711341797138
용호항,True,http://place.map.kakao.com/1028515241,용호항,전남 진도군 고군면 금계리 7-11,용호항,126.365233764649,"교통,수송 > 교통시설 > 항구,포구",,34.4432903541961
초평항,True,http://place.map.kakao.com/25691928,초평항,전남 진도군 의신면 초사리 509-7,초평항,126.336696810194,"교통,수송 > 교통시설 > 항구,포구",,34.4122589314856
구자도,True,http://place.map.kakao.com/14864509,구자도,전남 진도군 의신면 구자도리,구자도,126.298165406315,"여행 > 관광,명소 > 섬",,34.3232472534135
두룩도,True,http://place.map.kakao.com/20152321,두룩도,전남 진도군 의신면 모도리 산 2,두룩도,126.350956000571,"여행 > 관광,명소 > 섬",,34.3990696768301
성산방파제,True,http://place.map.kakao.com/975796873,성산방파제,제주특별자치도 서귀포시 성산읍 고성리,섭지방파제,126.928054117333,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,33.4348353250639
송평항,True,http://place.map.kakao.com/17554486,송평항,전남 해남군 화산면 평호리 395-39,송평항,126.482589459888,"교통,수송 > 교통시설 > 항구,포구",,34.4259259791791
두모,True,http://place.map.kakao.com/25371854,두모,경남 거제시 두모동,찬몰골,128.726050658235,"여행 > 관광,명소 > 계곡",,34.8772918593841
어불항,True,http://place.map.kakao.com/664832963,어불항,전남 해남군 송지면 어란리 1773,어불항,126.473120264213,"교통,수송 > 교통시설 > 항구,포구",,34.337277326836
송호항,True,http://place.map.kakao.com/2050401817,송호항,전남 해남군 송지면 송호리 1310,땅끝항,126.529575695578,"교통,수송 > 교통시설 > 항구,포구",,34.29834542825679
갈두항,True,http://place.map.kakao.com/2050401817,갈두항,전남 해남군 송지면 송호리 1310,땅끝항,126.529575695578,"교통,수송 > 교통시설 > 항구,포구",,34.29834542825679
안평방파제,True,http://place.map.kakao.com/443355311,안평방파제,전남 해남군 북평면 평암리 131-10,안평방파제,126.60873454854,"여행 > 관광,명소 > 방조제",,34.3433361311647
사내방조제,True,http://place.map.kakao.com/17434206,사내방조제,전남 강진군 신전면 사초리 858,사내방조제,126.736347778404,"여행 > 관광,명소 > 방조제",,34.4579412989134
고온항,True,http://place.map.kakao.com/861583719,고온항,경기 화성시 우정읍 매향리 945-21,고온항,126.747065791818,"교통,수송 > 교통시설 > 항구,포구",,37.0339610403454
굴포항,True,http://place.map.kakao.com/959959061,굴포항,전남 진도군 임회면,굴포항,126.209764977863,"교통,수송 > 교통시설 > 항구,포구",,34.368590699163
진도항,True,http://place.map.kakao.com/19471460,진도항,전남 진도군 임회면 남동리,진도항,126.134334074287,"교통,수송 > 교통시설 > 항구,포구",061-544-5353,34.3740749970017
장죽도,True,http://place.map.kakao.com/14864705,장죽도,전남 해남군 북일면 내동리,장죽도,126.70890592677,"여행 > 관광,명소 > 섬",,34.4338965585432
독거도,True,http://place.map.kakao.com/18376857,독거도,전남 진도군 조도면 독거도리 산 39,독거도,126.18006828716847,"여행 > 관광,명소 > 섬",,34.25127324640317
탄항도,True,http://place.map.kakao.com/18376907,탄항도,전남 진도군 조도면 독거도리,탄항도,126.176133007636,"여행 > 관광,명소 > 섬",,34.2389077567761
슬도,True,http://place.map.kakao.com/18376712,슬도,전남 진도군 조도면 독거도리,슬도,126.150140284615,"여행 > 관광,명소 > 섬",,34.2625360378431
행금도,True,http://place.map.kakao.com/20152163,행금도,전남 진도군 조도면 독거도리 101,행금도,126.126623695146,"여행 > 관광,명소 > 섬",,34.2683744021587
죽항도,True,http://place.map.kakao.com/18376892,죽항도,전남 진도군 조도면 죽항도리,죽항도,126.104217494977,"여행 > 관광,명소 > 섬",,34.2650467830163
청등도,True,http://place.map.kakao.com/18376893,청등도,전남 진도군 조도면 청등도리,청등도,126.082612797937,"여행 > 관광,명소 > 섬",,34.2464613154602
대마도,True,http://place.map.kakao.com/20152378,대마도,경남 남해군 남면 덕월리 산 171,대마도,127.840714143089,"여행 > 관광,명소 > 섬",,34.7755574349515
동거차도,True,http://place.map.kakao.com/18376695,동거차도,전남 진도군 조도면 동거차도리,동거차도,125.941725736924,"여행 > 관광,명소 > 섬",,34.2353813847111
몽덕도,True,http://place.map.kakao.com/10336863,몽덕도,전남 진도군 조도면 맹골도리,몽덕도,125.87996100996,"여행 > 관광,명소 > 섬",,34.2100612817094
맹골도,True,http://place.map.kakao.com/18376808,맹골도,전남 진도군 조도면 맹골도리,맹골도,125.855957042497,"여행 > 관광,명소 > 섬",061-544-0902,34.212540419969
곽도,True,http://place.map.kakao.com/18376738,곽도,전남 진도군 조도면 맹골도리,곽도,125.859402838248,"여행 > 관광,명소 > 섬",061-285-9045,34.1964584639541
다물도,True,http://place.map.kakao.com/18376799,다물도,전남 신안군 흑산면 다물도리,다물도,125.443813013796,"여행 > 관광,명소 > 섬",,34.7381071871679
유금도,True,http://place.map.kakao.com/8479280,유금도,전남 진도군 조도면 여미리,유금도,125.986406676932,"여행 > 관광,명소 > 섬",,34.3516114745522
모도,True,http://place.map.kakao.com/7869332,모도,인천 옹진군 북도면 모도리,모도,126.408644548745,"여행 > 관광,명소 > 섬",032-899-3401,37.5331276251711
관사도,True,http://place.map.kakao.com/18376794,관사도,전남 진도군 조도면 관사도리,관사도,125.974403275306,"여행 > 관광,명소 > 섬",,34.3151911112371
진목도,True,http://place.map.kakao.com/18376896,진목도,전남 진도군 조도면 진목도리,진목도,125.958698733988,"여행 > 관광,명소 > 섬",061-285-9045,34.311290616259
갈목도,True,http://place.map.kakao.com/25588240,갈목도,전남 진도군 조도면 진목도리,갈목도,125.94459398236,"여행 > 관광,명소 > 섬",,34.308141086201
눌옥도,True,http://place.map.kakao.com/18376688,눌옥도,전남 진도군 조도면 눌옥도리,눌옥도,125.953353156553,"여행 > 관광,명소 > 섬",,34.3480990176414
내병도,True,http://place.map.kakao.com/18376797,내병도,전남 진도군 조도면 내병도리,내병도,125.967206547601,"여행 > 관광,명소 > 섬",,34.3705359527344
세포항,True,http://place.map.kakao.com/25497366,세포항,전남 진도군 지산면 가학리 629-20,세포항,126.093944953085,"교통,수송 > 교통시설 > 항구,포구",,34.4191426869401
금노항,True,http://place.map.kakao.com/25155833,금노항,전남 진도군 지산면 와우리 774-2,금노항,126.11827939223,"교통,수송 > 교통시설 > 항구,포구",,34.4536036545735
장도,True,http://place.map.kakao.com/18376922,장도,전남 완도군 금일읍 장원리,장도,127.165570718295,"여행 > 관광,명소 > 섬",,34.2060016883906
주지도,True,http://place.map.kakao.com/18376894,주지도,전남 진도군 조도면 가사도리,주지도,126.082232758327,"여행 > 관광,명소 > 섬",,34.4890994900314
양덕도,True,http://place.map.kakao.com/18376825,양덕도,전남 진도군 조도면 가사도리,양덕도,126.106143395411,"여행 > 관광,명소 > 섬",,34.4924281016709
가사도,True,http://place.map.kakao.com/18376842,가사도,전남 진도군 조도면 가사도리,가사도,126.050766571877,"여행 > 관광,명소 > 섬",,34.4798449485682
송도,True,http://place.map.kakao.com/26350965,송도,인천 연수구 송도동 24-17,송도한옥마을,126.638869485458,"여행 > 관광,명소",,37.3908644068249
혈도,True,http://place.map.kakao.com/18376788,혈도,전남 진도군 조도면 가사도리,혈도,126.087873840783,"여행 > 관광,명소 > 섬",,34.515719078014
광대도,True,http://place.map.kakao.com/18376739,광대도,전남 진도군 조도면 가사도리,광대도,126.105803155536,"여행 > 관광,명소 > 섬",,34.5287707218813
저도,True,http://place.map.kakao.com/8068367,저도,경남 거제시 장목면 유호리,저도,128.740962807676,"여행 > 관광,명소 > 섬",,35.0184740257305
율도,True,http://place.map.kakao.com/8219392,율도,전남 목포시 율도동,율도(눌도),126.323546443696,"여행 > 관광,명소 > 섬",,34.803464132188
마진도,True,http://place.map.kakao.com/18376697,마진도,전남 신안군 장산면 마진도리,마진도,126.205908544517,"여행 > 관광,명소 > 섬",,34.6217387298992
북강,True,http://place.map.kakao.com/25256898,북강,전남 신안군 장산면 오음리,북강,126.16143788045,부동산 > 지명,,34.6685231354039
자라도,True,http://place.map.kakao.com/18376779,자라도,전남 신안군 안좌면 자라리,자라도,126.172025047016,"여행 > 관광,명소 > 섬",,34.6843086731957
부소도,True,http://place.map.kakao.com/10461274,부소도,전남 신안군 안좌면 존포리 산 61-9,부소도,126.14132049143196,"여행 > 관광,명소 > 섬",,34.693706878299004
기도,True,http://place.map.kakao.com/18376848,기도,전남 신안군 신의면 상태서리,기도,126.084589280596,"여행 > 관광,명소 > 섬",,34.6350225238871
박지도,True,http://place.map.kakao.com/10406409,박지도,전남 신안군 안좌면 박지리,박지도,126.129091687213,"여행 > 관광,명소 > 섬",,34.7072833831892
불무기도,True,http://place.map.kakao.com/14864620,불무기도,전남 신안군 팔금면 진고리,불무기도,126.223797588191,"여행 > 관광,명소 > 섬",,34.7589892737652
반월도,True,http://place.map.kakao.com/7889678,반월도,전남 신안군 안좌면 반월리,반월도,126.105374884397,"여행 > 관광,명소 > 섬",,34.7073206739465
구대리,True,http://place.map.kakao.com/10188683,구대리,전남 신안군 안좌면 구대리,내우목도,126.082403640416,"여행 > 관광,명소 > 섬",,34.7220803816621
신의상태,True,http://place.map.kakao.com/27187888,신의상태,전남 신안군 신의면 상태서리 949,신의상태선착장,126.06732319126985,"교통,수송 > 교통시설 > 항구,포구",,34.60288939256684
내우목도,True,http://place.map.kakao.com/10188683,내우목도,전남 신안군 안좌면 구대리,내우목도,126.082403640416,"여행 > 관광,명소 > 섬",,34.7220803816621
상태동리,True,http://place.map.kakao.com/18376823,상태동리,전남 신안군 신의면 상태동리,신의도,126.091086182244,"여행 > 관광,명소 > 섬",061-271-7002,34.5832658052369
외우목도,True,http://place.map.kakao.com/8022071,외우목도,전남 신안군 안좌면 구대리,외우목도,126.076618120929,"여행 > 관광,명소 > 섬",,34.7110361734977
개도,True,http://place.map.kakao.com/8176653,개도,전남 신안군 하의면 후광리,개도,126.011261098252,"여행 > 관광,명소 > 섬",,34.6404569333576
문병도,True,http://place.map.kakao.com/18376863,문병도,전남 신안군 하의면 후광리,문병도,126.036237176156,"여행 > 관광,명소 > 섬",,34.6705469451718
장병도,True,http://place.map.kakao.com/18376888,장병도,전남 신안군 하의면 후광리,장병도,126.047696982653,"여행 > 관광,명소 > 섬",,34.6537918475438
장재도,True,http://place.map.kakao.com/20098169,장재도,전남 장흥군 안양면 사촌리 95,장재도,127.012221031754,"여행 > 관광,명소 > 섬",,34.6176666044497
신도,True,http://place.map.kakao.com/18376876,신도,인천 옹진군 북도면 신도리,신도,126.454716424347,"여행 > 관광,명소 > 섬",,37.5266351611673
시목해변,True,http://place.map.kakao.com/25626390,시목해변,전남 신안군 도초면 오류리 116-1,시목해수욕장,125.95197660498381,"여행 > 관광,명소 > 해수욕장,해변",,34.67307586810271
외공도,True,http://place.map.kakao.com/20098084,외공도,전남 진도군 조도면 가사도리 산 400,외공도,125.988956874118,"여행 > 관광,명소 > 섬",,34.4623990778564
수치도,True,http://place.map.kakao.com/18376767,수치도,전남 신안군 비금면 수치리,수치도,126.020564942738,"여행 > 관광,명소 > 섬",,34.734701304779
원평항,True,http://place.map.kakao.com/17434406,원평항,전남 신안군 비금면,원평항,125.912230935948,"교통,수송 > 교통시설 > 항구,포구",,34.7786661876339
상사치도,True,http://place.map.kakao.com/11136912,상사치도,전남 신안군 안좌면 한운리,상사치도,126.045485885171,"여행 > 관광,명소 > 섬",,34.7597411023412
하사치도,True,http://place.map.kakao.com/10859048,하사치도,전남 신안군 안좌면 한운리,하사치도,126.0550070518,"여행 > 관광,명소 > 섬",,34.7530838917935
도례도,True,http://place.map.kakao.com/11129453,도례도,전남 신안군 안좌면 시서리,소도례도,126.080587327094,"여행 > 관광,명소 > 섬",,34.7776313327494
소마진도,True,http://place.map.kakao.com/10561269,소마진도,전남 신안군 안좌면 마진리,소마진도,126.120686159397,"여행 > 관광,명소 > 섬",,34.7749710634418
읍동,True,http://place.map.kakao.com/25341405,읍동,전남 여수시 묘도동,읍동,127.713692681569,부동산 > 지명,,34.8851365964564
암태남강,True,http://place.map.kakao.com/27320492,암태남강,전남 신안군 암태면 와촌리 679-2,암태도 남강선착장,126.119922816673,"교통,수송 > 교통시설 > 선착장,항만시설",,34.8024070820749
고산방파제,True,http://place.map.kakao.com/1677897226,고산방파제,제주특별자치도 제주시 한경면 두모리 2604-2,두모방파제,126.180574452563,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,33.3571176824919
당사도,True,http://place.map.kakao.com/18376689,당사도,전남 신안군 암태면 당사리,당사도,126.182913856635,"여행 > 관광,명소 > 섬",,34.8900705050525
북송도,True,http://place.map.kakao.com/20152319,북송도,전남 진도군 조도면 내병도리 산 1,북송도,125.987763687073,"여행 > 관광,명소 > 섬",,34.4241872395423
외안도,True,http://place.map.kakao.com/11196634,외안도,전남 신안군 압해읍 동서리,외안도,126.305942992851,"여행 > 관광,명소 > 섬",,34.8405490136748
율도,True,http://place.map.kakao.com/8219392,율도,전남 목포시 율도동,율도(눌도),126.323546443696,"여행 > 관광,명소 > 섬",,34.803464132188
압해도,True,http://place.map.kakao.com/18376733,압해도,전남 신안군 압해읍 신용리,압해도,126.30608870486,"여행 > 관광,명소 > 섬",,34.8721558929447
구도,True,http://place.map.kakao.com/18376684,구도,전남 진도군 조도면 독거도리,구도,126.17528822587,"여행 > 관광,명소 > 섬",,34.2627510996958
가란도,True,http://place.map.kakao.com/8100465,가란도,전남 신안군 압해읍 가란리,가란도,126.366993868593,"여행 > 관광,명소 > 섬",,34.8717490944637
숭의,True,http://place.map.kakao.com/1599915610,숭의,인천 미추홀구 숭의동 10-46,미추홀구 수봉공원 무장애나눔길,126.661757762284,"여행 > 관광,명소 > 도보여행 > 무장애나눔길",,37.4585270234515
우간도,True,http://place.map.kakao.com/25329689,우간도,전남 신안군 압해읍 복룡리,우간도,126.351689298763,부동산 > 지명,,34.9053584301901
나룻가,True,http://place.map.kakao.com/25192001,나룻가,전남 완도군 군외면 원동리,나룻가,126.6435367302,부동산 > 지명,,34.3956348358337
탄도,True,http://place.map.kakao.com/25043829,탄도,경기 안산시 단원구 선감동 산 147-7,탄도,126.647603635896,"여행 > 관광,명소 > 섬 > 섬(내륙)",,37.197809304906485
주포항,True,http://place.map.kakao.com/169480908,주포항,전남 함평군 함평읍 석성리 316-6,주포항,126.461666274676,"교통,수송 > 교통시설 > 항구,포구",,35.0951360741912
월두,True,http://place.map.kakao.com/25335700,월두,제주특별자치도 제주시 아라이동,월두,126.544506365362,부동산 > 지명,,33.4847978344726
월천방조제,True,http://place.map.kakao.com/17434205,월천방조제,전남 함평군 손불면 월천리 1775,월천방조제,126.396513015824,"여행 > 관광,명소 > 방조제",,35.1346040365181
함평항,True,http://place.map.kakao.com/26089436,함평항,전남 함평군 손불면 학산리,함평항,126.372980285523,"교통,수송 > 교통시설 > 항구,포구",,35.1603242701157
설도항,True,http://place.map.kakao.com/21860534,설도항,전남 영광군 염산면 봉남리 695-16,설도항,126.375941883069,"교통,수송 > 교통시설 > 항구,포구",,35.2116833595269
소악도,True,http://place.map.kakao.com/18376710,소악도,전남 신안군 증도면 병풍리,소악도,126.195507098209,"여행 > 관광,명소 > 섬",,34.9241828841336
소기점도,True,http://place.map.kakao.com/18376708,소기점도,전남 신안군 증도면 병풍리,소기점도,126.20099889824,"여행 > 관광,명소 > 섬",,34.9325188782649
대기점도,True,http://place.map.kakao.com/18376745,대기점도,전남 신안군 증도면 병풍리,대기점도,126.199876935694,"여행 > 관광,명소 > 섬",,34.9439119229865
병풍도,True,http://place.map.kakao.com/14864562,병풍도,충남 태안군 근흥면 가의도리,병풍도,126.08547530198045,"여행 > 관광,명소 > 섬",,36.63578041703522
몰암도,True,http://place.map.kakao.com/2117337894,몰암도,전남 고흥군 영남면 남열리 산 225,몰암도,127.474067902843,"여행 > 관광,명소 > 섬",,34.5741119587692
증도버지,True,http://place.map.kakao.com/19293673,증도버지,전남 신안군 증도면 대초리 1648-10,버지선착장,126.181613571097,"교통,수송 > 교통시설 > 선착장,항만시설",,34.9967827803816
사옥도,True,http://place.map.kakao.com/11295184,사옥도,전남 신안군 지도읍 탄동리,사옥도,126.167631059338,"여행 > 관광,명소 > 섬",,35.0436298995249
하우리항,True,http://place.map.kakao.com/26924135,하우리항,전남 신안군 임자면 광산리 514-44,하우리항,126.055228691057,"교통,수송 > 교통시설 > 항구,포구",,35.0980221876932
어의도,True,http://place.map.kakao.com/18376716,어의도,전남 신안군 지도읍 어의리,어의도,126.192395293524,"여행 > 관광,명소 > 섬",,35.1397718717268
포작도,True,http://place.map.kakao.com/11169131,포작도,전남 신안군 지도읍 어의리,작은포작도,126.204711657994,"여행 > 관광,명소 > 섬",,35.1261638682766
노록도,True,http://place.map.kakao.com/8232748,노록도,전남 완도군 노화읍 등산리,노록도,126.542851031709,"여행 > 관광,명소 > 섬",,34.2010822949072
허사도,True,http://place.map.kakao.com/107499138,허사도,전남 목포시 달동 1329,허사도,126.352406744612,"여행 > 관광,명소 > 섬",,34.7557209532319
대각시도,True,http://place.map.kakao.com/18376800,대각시도,전남 영광군 낙월면 각이리 산 88,대각이도,126.096854605401,"여행 > 관광,명소 > 섬",,35.2473167586497
하낙월도,True,http://place.map.kakao.com/18376918,하낙월도,전남 영광군 낙월면 하낙월리,하낙월도,126.125937257386,"여행 > 관광,명소 > 섬",,35.1971287805466
상낙월도,True,http://place.map.kakao.com/18376813,상낙월도,전남 영광군 낙월면 상낙월리,상낙월도,126.143143638625,"여행 > 관광,명소 > 섬",,35.2044226566056
각이도,True,http://place.map.kakao.com/133229313,각이도,부산 강서구 명지동 3266-7,깊은생각이도국어,128.909478159453,"교육,학문 > 학원",0507-1369-7660,35.0847864485987
석만도,True,http://place.map.kakao.com/18376691,석만도,전남 영광군 낙월면 석만리,대석만도,126.048304750788,"여행 > 관광,명소 > 섬",,35.3723942282588
횡도,True,http://place.map.kakao.com/18376839,횡도,전남 영광군 낙월면 오도리,횡도,125.991051268708,"여행 > 관광,명소 > 섬",,35.3368661577698
노인도,True,http://place.map.kakao.com/7951749,노인도,전남 영광군 낙월면 송이리,소노인도,126.210864257978,"여행 > 관광,명소 > 섬",,35.2841484949776
도음소도,True,http://place.map.kakao.com/610946674,도음소도,전남 영광군 백수읍 대신리 산 270-3,도음소도,126.395615440788,"여행 > 관광,명소 > 섬",,35.373530992462
다보도,True,http://place.map.kakao.com/8194237,다보도,충남 보령시 신흑동,다보도,126.479487779471,"여행 > 관광,명소 > 섬",,36.281733890706
좌치나루터,True,http://place.map.kakao.com/19263536,좌치나루터,전북특별자치도 고창군 심원면 용기리 1-1,좌치나루터,126.59330820910591,"여행 > 관광,명소",,35.5371559348505
왕포,True,http://place.map.kakao.com/1721211356,왕포,전북특별자치도 부안군 진서면 운호리,왕포선착장,126.557689499645,"교통,수송 > 교통시설 > 선착장,항만시설",,35.584139238719
모항방파제,True,http://place.map.kakao.com/27015923,모항방파제,충남 태안군 소원면 모항리,모항방파제,126.12919962442,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,36.7774189817919
궁항,True,http://place.map.kakao.com/19175075,궁항,전북특별자치도 부안군 변산면 격포리,궁항,126.469660462781,"교통,수송 > 교통시설 > 항구,포구",,35.6031724433648
쌍여도,True,http://place.map.kakao.com/17446065,쌍여도,전북특별자치도 고창군 심원면 만돌리 산 1-1,쌍여도,126.441856084058,"여행 > 관광,명소 > 섬",,35.544459812786
대형제도,True,http://place.map.kakao.com/20175084,대형제도,전북특별자치도 부안군 위도면 치도리 산 232,대형제도,126.347191321694,"여행 > 관광,명소 > 섬",,35.5639100310068
임수도,True,http://place.map.kakao.com/14864700,임수도,전북특별자치도 부안군 위도면 진리 산 302,임수도,126.368968844632,"여행 > 관광,명소 > 섬",,35.6247360001172
석금방파제,True,http://place.map.kakao.com/27001185,석금방파제,전북특별자치도 부안군 위도면 대리,석금방파제,126.267881066765,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,35.5690496030884
거륜도,True,http://place.map.kakao.com/8174245,거륜도,전북특별자치도 부안군 위도면 거륜리,거륜도,126.24590286785,"여행 > 관광,명소 > 섬",,35.5756592464217
식도,True,http://place.map.kakao.com/18376768,식도,전북특별자치도 부안군 위도면 식도리,식도,126.289057427851,"여행 > 관광,명소 > 섬",,35.6297850484817
무녀도항,True,http://place.map.kakao.com/18354264,무녀도항,전북특별자치도 군산시 옥도면 무녀도리,무녀도항,126.417601756522,"교통,수송 > 교통시설 > 항구,포구",,35.8068663110809
장자도방파제,True,http://place.map.kakao.com/27020336,장자도방파제,전북특별자치도 군산시 옥도면 관리도리 84,관리도방파제,126.375163256013,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,35.8178647150257
대장도,True,http://place.map.kakao.com/8294579,대장도,전북특별자치도 군산시 옥도면 대장도리,대장도,126.394001483391,"여행 > 관광,명소 > 섬",,35.8166237153084
관리도방파제,True,http://place.map.kakao.com/27020336,관리도방파제,전북특별자치도 군산시 옥도면 관리도리 84,관리도방파제,126.375163256013,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,35.8178647150257
명도방파제,True,http://place.map.kakao.com/27020343,명도방파제,전북특별자치도 군산시 옥도면 말도리 13,말도방파제,126.316330179018,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,35.8540987098794
송도방조제,True,http://place.map.kakao.com/27086212,송도방조제,부산 서구 남부민동,남부민방파제,129.02862580512468,"여행 > 관광,명소 > 방조제",,35.08562420211654
저두,True,http://place.map.kakao.com/24895133,저두,충남 보령시 오천면 원산도리,저두해수욕장,126.45337788411,"여행 > 관광,명소 > 해수욕장,해변",041-932-4301,36.3566779173007
초전항,True,http://place.map.kakao.com/18354445,초전항,충남 보령시 오천면 원산도리,초전항,126.39775804381,"교통,수송 > 교통시설 > 항구,포구",,36.3813799545535
진고지,True,http://place.map.kakao.com/72212012,진고지,충남 보령시 오천면 원산도리 393-1,진고지마을회관,126.435601766105,"가정,생활 > 친목 > 마을회관",,36.3750907939535
선촌,True,http://place.map.kakao.com/129644259,선촌,경남 통영시 용남면 화삼리 133-12,선촌가는길,128.450379798201,음식점 > 카페,,34.8521422842292
효자도,True,http://place.map.kakao.com/18376902,효자도,충남 보령시 오천면 효자도리,효자도,126.444613078588,"여행 > 관광,명소 > 섬",,36.3834922239538
고대도,True,http://place.map.kakao.com/18376737,고대도,충남 보령시 오천면 삽시도리,고대도,126.36471466776,"여행 > 관광,명소 > 섬",,36.3854262179245
불모도,True,http://place.map.kakao.com/14864834,불모도,충남 보령시 오천면 삽시도리 1200,불모도,126.353267843084,"여행 > 관광,명소 > 섬",,36.3103482878699
추도,True,http://place.map.kakao.com/18376897,추도,충남 보령시 오천면 효자도리,추도,126.438127945567,"여행 > 관광,명소 > 섬",,36.4056196497479
육도,True,http://place.map.kakao.com/20177022,육도,경기 안산시 단원구 풍도동,육도,126.449230912013,"여행 > 관광,명소 > 섬",,37.0993911994943
월도,True,http://place.map.kakao.com/18376722,월도,충남 보령시 오천면 효자도리,월도,126.468180941639,"여행 > 관광,명소 > 섬",,36.4099026024583
구매항,True,http://place.map.kakao.com/8213247,구매항,충남 태안군 고남면 누동리,구매항,126.433096363439,"교통,수송 > 교통시설 > 항구,포구",,36.4248554190795
장곰포,True,http://place.map.kakao.com/305861527,장곰포,충남 태안군 고남면 누동리,장곰항,126.43215348545,"교통,수송 > 교통시설 > 항구,포구",,36.435506203491
옷점항,True,http://place.map.kakao.com/12576565,옷점항,충남 태안군 고남면 고남리,옷점항,126.396929410856,"교통,수송 > 교통시설 > 항구,포구",,36.4142067933094
황포항,True,http://place.map.kakao.com/24925120,황포항,충남 태안군 안면읍 신야리 354-4,황포항,126.357035406633,"교통,수송 > 교통시설 > 항구,포구",,36.4409142705552
내포항,True,http://place.map.kakao.com/773035459,내포항,충남 태안군 안면읍 중장리,내포항,126.410245648395,"교통,수송 > 교통시설 > 항구,포구",,36.4914875464763
궁리항,True,http://place.map.kakao.com/19585893,궁리항,충남 홍성군 서부면 궁리,궁리항,126.45631064238,"교통,수송 > 교통시설 > 항구,포구",,36.5879445303121
서산A지구방조제,True,http://place.map.kakao.com/17434185,서산A지구방조제,충남 홍성군 서부면 궁리,서산A지구방조제,126.442312375056,"여행 > 관광,명소 > 방조제",,36.6002397776639
간월도어항,True,http://place.map.kakao.com/21274985,간월도어항,충남 태안군 남면 당암리 1-11,당암수족관,126.354283362167,"가정,생활 > 반려동물 > 열대어,관상어 > 수족관",041-674-1210,36.6197678746702
황도어항,True,http://place.map.kakao.com/21274985,황도어항,충남 태안군 남면 당암리 1-11,당암수족관,126.354283362167,"가정,생활 > 반려동물 > 열대어,관상어 > 수족관",041-674-1210,36.6197678746702
우포나루터,True,http://place.map.kakao.com/11176003,우포나루터,충남 태안군 남면 당암리,우포나루터,126.361497867662,부동산 > 지명,,36.6108603889746
서산B지구방조제,True,http://place.map.kakao.com/17434195,서산B지구방조제,충남 태안군 남면 당암리 980,서산B지구방조제,126.359938912983,"여행 > 관광,명소 > 방조제",,36.6252916371171
안면대교,True,http://place.map.kakao.com/1117011973,안면대교,충남 태안군 남면 신온리 701-65,안면대교,126.323395922708,"교통,수송 > 도로시설 > 교량,다리 > 대교",,36.6002241360096
드르니항,True,http://place.map.kakao.com/8269439,드르니항,충남 태안군 남면 신온리,드르니항,126.31472940261,"교통,수송 > 교통시설 > 항구,포구",,36.5893016426221
거아도,True,http://place.map.kakao.com/19156958,거아도,충남 태안군 남면 거아도리 59,거아도,126.241018531317,"여행 > 관광,명소 > 섬",,36.5988863356037
지치섬,True,http://place.map.kakao.com/19156983,지치섬,충남 태안군 남면 거아도리 산 10,지치섬,126.193134390535,"여행 > 관광,명소 > 섬",,36.5699522117858
나치도,True,http://place.map.kakao.com/20181319,나치도,충남 태안군 안면읍 승언리 산 42,나치도,126.160095560672,"여행 > 관광,명소 > 섬",,36.5115294478166
안목도,True,http://place.map.kakao.com/14864651,안목도,충남 태안군 남면 몽산리,안목도,126.264067661333,"여행 > 관광,명소 > 섬",,36.6684637179453
연포방파제,True,http://place.map.kakao.com/25766330,연포방파제,충남 태안군 근흥면 도황리 1525-223,연포방파제,126.209188538045,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,36.6891581850412
안흥방파제,True,http://place.map.kakao.com/609610287,안흥방파제,충남 태안군 근흥면 정죽리 1268-3,안흥방파제,126.155496812081,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,36.6772012906544
마도방파제,True,http://place.map.kakao.com/21191460,마도방파제,충남 태안군 근흥면 신진도리,신진도마도방파제,126.126064855948,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",,36.6773061098222
안흥항,True,http://place.map.kakao.com/7996107,안흥항,충남 태안군 근흥면 정죽리 1298,안흥항,126.153095342458,"교통,수송 > 교통시설 > 항구,포구",,36.6791053864968
안가름이,True,http://place.map.kakao.com/25306650,안가름이,제주특별자치도 서귀포시 서홍동,안가름,126.551467087075,부동산 > 지명,,33.2668027423863
도비도방파제,True,http://place.map.kakao.com/434742226,도비도방파제,충남 서산시 대산읍 화곡리 1-35,삼길포항방파제등대,126.451978603167,"교통,수송 > 교통시설 > 등대",,37.0068990096715
